N,P,Q,Res P,Res Q
9234800,1315729,7919071,19,1
9234800,1315747,7919053,7,13
9234800,1315849,7918951,19,1
9234800,1315891,7918909,1,19
9234800,1316143,7918657,13,7
9234800,1316257,7918543,7,13
9234800,1316389,7918411,19,1
9234800,1316431,7918369,1,19
9234800,1316509,7918291,19,1
9234800,1316647,7918153,7,13
9234800,1316671,7918129,1,19
9234800,1316677,7918123,7,13
9234800,1316983,7917817,13,7
9234800,1317031,7917769,1,19
9234800,1317193,7917607,13,7
9234800,1317223,7917577,13,7
9234800,1317259,7917541,19,1
9234800,1317523,7917277,13,7
9234800,1317571,7917229,1,19
9234800,1317691,7917109,1,19
9234800,1317703,7917097,13,7
9234800,1317853,7916947,13,7
9234800,1318063,7916737,13,7
9234800,1318183,7916617,13,7
9234800,1318249,7916551,19,1
9234800,1318267,7916533,7,13
9234800,1318459,7916341,19,1
9234800,1318477,7916323,7,13
9234800,1318663,7916137,13,7
9234800,1318783,7916017,13,7
9234800,1318789,7916011,19,1
9234800,1318831,7915969,1,19
9234800,1318897,7915903,7,13
9234800,1319023,7915777,13,7
9234800,1319293,7915507,13,7
9234800,1319323,7915477,13,7
9234800,1319377,7915423,7,13
9234800,1319401,7915399,1,19
9234800,1319443,7915357,13,7
9234800,1319707,7915093,7,13
9234800,1319803,7914997,13,7
9234800,1319839,7914961,19,1
9234800,1320031,7914769,1,19
9234800,1320181,7914619,1,19
9234800,1320199,7914601,19,1
9234800,1320211,7914589,1,19
9234800,1320301,7914499,1,19
9234800,1320379,7914421,19,1
9234800,1320391,7914409,1,19
9234800,1320409,7914391,19,1
9234800,1320427,7914373,7,13
9234800,1320727,7914073,7,13
9234800,1320811,7913989,1,19
9234800,1320889,7913911,19,1
9234800,1321273,7913527,13,7
9234800,1321417,7913383,7,13
9234800,1321459,7913341,19,1
9234800,1321549,7913251,19,1
9234800,1321633,7913167,13,7
9234800,1321729,7913071,19,1
9234800,1321891,7912909,1,19
9234800,1321981,7912819,1,19
9234800,1322149,7912651,19,1
9234800,1322221,7912579,1,19
9234800,1322281,7912519,1,19
9234800,1322323,7912477,13,7
9234800,1322437,7912363,7,13
9234800,1322449,7912351,19,1
9234800,1322521,7912279,1,19
9234800,1322641,7912159,1,19
9234800,1322767,7912033,7,13
9234800,1322941,7911859,1,19
9234800,1322977,7911823,7,13
9234800,1323139,7911661,19,1
9234800,1323367,7911433,7,13
9234800,1323499,7911301,19,1
9234800,1323691,7911109,1,19
9234800,1323733,7911067,13,7
9234800,1323877,7910923,7,13
9234800,1323997,7910803,7,13
9234800,1324069,7910731,19,1
9234800,1324201,7910599,1,19
9234800,1324327,7910473,7,13
9234800,1324567,7910233,7,13
9234800,1324753,7910047,13,7
9234800,1324867,7909933,7,13
9234800,1324951,7909849,1,19
9234800,1325047,7909753,7,13
9234800,1325089,7909711,19,1
9234800,1325287,7909513,7,13
9234800,1325293,7909507,13,7
9234800,1325419,7909381,19,1
9234800,1325581,7909219,1,19
9234800,1325617,7909183,7,13
9234800,1325911,7908889,1,19
9234800,1325923,7908877,13,7
9234800,1326001,7908799,1,19
9234800,1326037,7908763,7,13
9234800,1326271,7908529,1,19
9234800,1326301,7908499,1,19
9234800,1326307,7908493,7,13
9234800,1326313,7908487,13,7
9234800,1326631,7908169,1,19
9234800,1326649,7908151,19,1
9234800,1326817,7907983,7,13
9234800,1326967,7907833,7,13
9234800,1327099,7907701,19,1
9234800,1327111,7907689,1,19
9234800,1327231,7907569,1,19
9234800,1327237,7907563,7,13
9234800,1327363,7907437,13,7
9234800,1327801,7906999,1,19
9234800,1327903,7906897,13,7
9234800,1328017,7906783,7,13
9234800,1328179,7906621,19,1
9234800,1328521,7906279,1,19
9234800,1328563,7906237,13,7
9234800,1328611,7906189,1,19
9234800,1328683,7906117,13,7
9234800,1328731,7906069,1,19
9234800,1328749,7906051,19,1
9234800,1328911,7905889,1,19
9234800,1328953,7905847,13,7
9234800,1329061,7905739,1,19
9234800,1329073,7905727,13,7
9234800,1329457,7905343,7,13
9234800,1329709,7905091,19,1
9234800,1329733,7905067,13,7
9234800,1330093,7904707,13,7
9234800,1330213,7904587,13,7
9234800,1330909,7903891,19,1
9234800,1331059,7903741,19,1
9234800,1331269,7903531,19,1
9234800,1331329,7903471,19,1
9234800,1331383,7903417,13,7
9234800,1331431,7903369,1,19
9234800,1331497,7903303,7,13
9234800,1331521,7903279,1,19
9234800,1331587,7903213,7,13
9234800,1331851,7902949,1,19
9234800,1331929,7902871,19,1
9234800,1332127,7902673,7,13
9234800,1332151,7902649,1,19
9234800,1332181,7902619,1,19
9234800,1332277,7902523,7,13
9234800,1332379,7902421,19,1
9234800,1332547,7902253,7,13
9234800,1332649,7902151,19,1
9234800,1332691,7902109,1,19
9234800,1332739,7902061,19,1
9234800,1332853,7901947,13,7
9234800,1333261,7901539,1,19
9234800,1333393,7901407,13,7
9234800,1333411,7901389,1,19
9234800,1333597,7901203,7,13
9234800,1333807,7900993,7,13
9234800,1333831,7900969,1,19
9234800,1333993,7900807,13,7
9234800,1334569,7900231,19,1
9234800,1334833,7899967,13,7
9234800,1335067,7899733,7,13
9234800,1335157,7899643,7,13
9234800,1335211,7899589,1,19
9234800,1335241,7899559,1,19
9234800,1335277,7899523,7,13
9234800,1335319,7899481,19,1
9234800,1335343,7899457,13,7
9234800,1335409,7899391,19,1
9234800,1335457,7899343,7,13
9234800,1335637,7899163,7,13
9234800,1335991,7898809,1,19
9234800,1336009,7898791,19,1
9234800,1336267,7898533,7,13
9234800,1336453,7898347,13,7
9234800,1336561,7898239,1,19
9234800,1336579,7898221,19,1
9234800,1336597,7898203,7,13
9234800,1336729,7898071,19,1
9234800,1336801,7897999,1,19
9234800,1336927,7897873,7,13
9234800,1336939,7897861,19,1
9234800,1337269,7897531,19,1
9234800,1337389,7897411,19,1
9234800,1337593,7897207,13,7
9234800,1337803,7896997,13,7
9234800,1337851,7896949,1,19
9234800,1337899,7896901,19,1
9234800,1337971,7896829,1,19
9234800,1338319,7896481,19,1
9234800,1338367,7896433,7,13
9234800,1338391,7896409,1,19
9234800,1338451,7896349,1,19
9234800,1338517,7896283,7,13
9234800,1338559,7896241,19,1
9234800,1338661,7896139,1,19
9234800,1338811,7895989,1,19
9234800,1338823,7895977,13,7
9234800,1338871,7895929,1,19
9234800,1339147,7895653,7,13
9234800,1339357,7895443,7,13
9234800,1339669,7895131,19,1
9234800,1339687,7895113,7,13
9234800,1339729,7895071,19,1
9234800,1339903,7894897,13,7
9234800,1339993,7894807,13,7
9234800,1340041,7894759,1,19
9234800,1340083,7894717,13,7
9234800,1340113,7894687,13,7
9234800,1340149,7894651,19,1
9234800,1340497,7894303,7,13
9234800,1340707,7894093,7,13
9234800,1340761,7894039,1,19
9234800,1340803,7893997,13,7
9234800,1341007,7893793,7,13
9234800,1341073,7893727,13,7
9234800,1341433,7893367,13,7
9234800,1341469,7893331,19,1
9234800,1341757,7893043,7,13
9234800,1341787,7893013,7,13
9234800,1341883,7892917,13,7
9234800,1342087,7892713,7,13
9234800,1342339,7892461,19,1
9234800,1342501,7892299,1,19
9234800,1342651,7892149,1,19
9234800,1342723,7892077,13,7
9234800,1342849,7891951,19,1
9234800,1342987,7891813,7,13
9234800,1343197,7891603,7,13
9234800,1343263,7891537,13,7
9234800,1343317,7891483,7,13
9234800,1343593,7891207,13,7
9234800,1343677,7891123,7,13
9234800,1343767,7891033,7,13
9234800,1343887,7890913,7,13
9234800,1343941,7890859,1,19
9234800,1344283,7890517,13,7
9234800,1344457,7890343,7,13
9234800,1344583,7890217,13,7
9234800,1344823,7889977,13,7
9234800,1344979,7889821,19,1
9234800,1345231,7889569,1,19
9234800,1345453,7889347,13,7
9234800,1345507,7889293,7,13
9234800,1345651,7889149,1,19
9234800,1345759,7889041,19,1
9234800,1345783,7889017,13,7
9234800,1345879,7888921,19,1
9234800,1345957,7888843,7,13
9234800,1346377,7888423,7,13
9234800,1346419,7888381,19,1
9234800,1346593,7888207,13,7
9234800,1346977,7887823,7,13
9234800,1347289,7887511,19,1
9234800,1347331,7887469,1,19
9234800,1347391,7887409,1,19
9234800,1347397,7887403,7,13
9234800,1347553,7887247,13,7
9234800,1347763,7887037,13,7
9234800,1347901,7886899,1,19
9234800,1347967,7886833,7,13
9234800,1348111,7886689,1,19
9234800,1348393,7886407,13,7
9234800,1348507,7886293,7,13
9234800,1348939,7885861,19,1
9234800,1349077,7885723,7,13
9234800,1349119,7885681,19,1
9234800,1349233,7885567,13,7
9234800,1349317,7885483,7,13
9234800,1349701,7885099,1,19
9234800,1349737,7885063,7,13
9234800,1349827,7884973,7,13
9234800,1349947,7884853,7,13
9234800,1349977,7884823,7,13
9234800,1350061,7884739,1,19
9234800,1350073,7884727,13,7
9234800,1350247,7884553,7,13
9234800,1350487,7884313,7,13
9234800,1350697,7884103,7,13
9234800,1350751,7884049,1,19
9234800,1350961,7883839,1,19
9234800,1351027,7883773,7,13
9234800,1351039,7883761,19,1
9234800,1351087,7883713,7,13
9234800,1351117,7883683,7,13
9234800,1351123,7883677,13,7
9234800,1351213,7883587,13,7
9234800,1351291,7883509,1,19
9234800,1351417,7883383,7,13
9234800,1351423,7883377,13,7
9234800,1351459,7883341,19,1
9234800,1351663,7883137,13,7
9234800,1351843,7882957,13,7
9234800,1351921,7882879,1,19
9234800,1352119,7882681,19,1
9234800,1352203,7882597,13,7
9234800,1352311,7882489,1,19
9234800,1352347,7882453,7,13
9234800,1352557,7882243,7,13
9234800,1352749,7882051,19,1
9234800,1352773,7882027,13,7
9234800,1352839,7881961,19,1
9234800,1352881,7881919,1,19
9234800,1353301,7881499,1,19
9234800,1353463,7881337,13,7
9234800,1353607,7881193,7,13
9234800,1353613,7881187,13,7
9234800,1353973,7880827,13,7
9234800,1354009,7880791,19,1
9234800,1354051,7880749,1,19
9234800,1354063,7880737,13,7
9234800,1354159,7880641,19,1
9234800,1354267,7880533,7,13
9234800,1354687,7880113,7,13
9234800,1354957,7879843,7,13
9234800,1355191,7879609,1,19
9234800,1355293,7879507,13,7
9234800,1355311,7879489,1,19
9234800,1355323,7879477,13,7
9234800,1355353,7879447,13,7
9234800,1355647,7879153,7,13
9234800,1355749,7879051,19,1
9234800,1355923,7878877,13,7
9234800,1355941,7878859,1,19
9234800,1355947,7878853,7,13
9234800,1356037,7878763,7,13
9234800,1356079,7878721,19,1
9234800,1356151,7878649,1,19
9234800,1356247,7878553,7,13
9234800,1356409,7878391,19,1
9234800,1356463,7878337,13,7
9234800,1356499,7878301,19,1
9234800,1356571,7878229,1,19
9234800,1356757,7878043,7,13
9234800,1356763,7878037,13,7
9234800,1356829,7877971,19,1
9234800,1356877,7877923,7,13
9234800,1357003,7877797,13,7
9234800,1357009,7877791,19,1
9234800,1357201,7877599,1,19
9234800,1357423,7877377,13,7
9234800,1357729,7877071,19,1
9234800,1357753,7877047,13,7
9234800,1358047,7876753,7,13
9234800,1358083,7876717,13,7
9234800,1358221,7876579,1,19
9234800,1358299,7876501,19,1
9234800,1358353,7876447,13,7
9234800,1358509,7876291,19,1
9234800,1358689,7876111,19,1
9234800,1358881,7875919,1,19
9234800,1359181,7875619,1,19
9234800,1359349,7875451,19,1
9234800,1359619,7875181,19,1
9234800,1359727,7875073,7,13
9234800,1359733,7875067,13,7
9234800,1359739,7875061,19,1
9234800,1359769,7875031,19,1
9234800,1359817,7874983,7,13
9234800,1359871,7874929,1,19
9234800,1359913,7874887,13,7
9234800,1360441,7874359,1,19
9234800,1360699,7874101,19,1
9234800,1360729,7874071,19,1
9234800,1360753,7874047,13,7
9234800,1360789,7874011,19,1
9234800,1360903,7873897,13,7
9234800,1361047,7873753,7,13
9234800,1361149,7873651,19,1
9234800,1361197,7873603,7,13
9234800,1361287,7873513,7,13
9234800,1361317,7873483,7,13
9234800,1361383,7873417,13,7
9234800,1361401,7873399,1,19
9234800,1361443,7873357,13,7
9234800,1361587,7873213,7,13
9234800,1361707,7873093,7,13
9234800,1361791,7873009,1,19
9234800,1361929,7872871,19,1
9234800,1362181,7872619,1,19
9234800,1362223,7872577,13,7
9234800,1362409,7872391,19,1
9234800,1362619,7872181,19,1
9234800,1362787,7872013,7,13
9234800,1362883,7871917,13,7
9234800,1362937,7871863,7,13
9234800,1362973,7871827,13,7
9234800,1363051,7871749,1,19
9234800,1363093,7871707,13,7
9234800,1363207,7871593,7,13
9234800,1363513,7871287,13,7
9234800,1363603,7871197,13,7
9234800,1363771,7871029,1,19
9234800,1363891,7870909,1,19
9234800,1363897,7870903,7,13
9234800,1363933,7870867,13,7
9234800,1364101,7870699,1,19
9234800,1364239,7870561,19,1
9234800,1364401,7870399,1,19
9234800,1364569,7870231,19,1
9234800,1364617,7870183,7,13
9234800,1364719,7870081,19,1
9234800,1364911,7869889,1,19
9234800,1365079,7869721,19,1
9234800,1365139,7869661,19,1
9234800,1365163,7869637,13,7
9234800,1365193,7869607,13,7
9234800,1365223,7869577,13,7
9234800,1365571,7869229,1,19
9234800,1365709,7869091,19,1
9234800,1365733,7869067,13,7
9234800,1365877,7868923,7,13
9234800,1365979,7868821,19,1
9234800,1366021,7868779,1,19
9234800,1366087,7868713,7,13
9234800,1366213,7868587,13,7
9234800,1366279,7868521,19,1
9234800,1366297,7868503,7,13
9234800,1366507,7868293,7,13
9234800,1366609,7868191,19,1
9234800,1366663,7868137,13,7
9234800,1366747,7868053,7,13
9234800,1366801,7867999,1,19
9234800,1366903,7867897,13,7
9234800,1366921,7867879,1,19
9234800,1367257,7867543,7,13
9234800,1367617,7867183,7,13
9234800,1367827,7866973,7,13
9234800,1367953,7866847,13,7
9234800,1368121,7866679,1,19
9234800,1368127,7866673,7,13
9234800,1368163,7866637,13,7
9234800,1368229,7866571,19,1
9234800,1368259,7866541,19,1
9234800,1368673,7866127,13,7
9234800,1368841,7865959,1,19
9234800,1368967,7865833,7,13
9234800,1369051,7865749,1,19
9234800,1369183,7865617,13,7
9234800,1369297,7865503,7,13
9234800,1369339,7865461,19,1
9234800,1369531,7865269,1,19
9234800,1369783,7865017,13,7
9234800,1369861,7864939,1,19
9234800,1369897,7864903,7,13
9234800,1369981,7864819,1,19
9234800,1370101,7864699,1,19
9234800,1370227,7864573,7,13
9234800,1370323,7864477,13,7
9234800,1370329,7864471,19,1
9234800,1370389,7864411,19,1
9234800,1370599,7864201,19,1
9234800,1370683,7864117,13,7
9234800,1370773,7864027,13,7
9234800,1371121,7863679,1,19
9234800,1371157,7863643,7,13
9234800,1371187,7863613,7,13
9234800,1371397,7863403,7,13
9234800,1371493,7863307,13,7
9234800,1371499,7863301,19,1
9234800,1371541,7863259,1,19
9234800,1371589,7863211,19,1
9234800,1371817,7862983,7,13
9234800,1371913,7862887,13,7
9234800,1372081,7862719,1,19
9234800,1372243,7862557,13,7
9234800,1372537,7862263,7,13
9234800,1372747,7862053,7,13
9234800,1372843,7861957,13,7
9234800,1372849,7861951,19,1
9234800,1372867,7861933,7,13
9234800,1372951,7861849,1,19
9234800,1373689,7861111,19,1
9234800,1373761,7861039,1,19
9234800,1373839,7860961,19,1
9234800,1373887,7860913,7,13
9234800,1373959,7860841,19,1
9234800,1374019,7860781,19,1
9234800,1374511,7860289,1,19
9234800,1374547,7860253,7,13
9234800,1374559,7860241,19,1
9234800,1374589,7860211,19,1
9234800,1374601,7860199,1,19
9234800,1374613,7860187,13,7
9234800,1374691,7860109,1,19
9234800,1374721,7860079,1,19
9234800,1375021,7859779,1,19
9234800,1375063,7859737,13,7
9234800,1375159,7859641,19,1
9234800,1375219,7859581,19,1
9234800,1375567,7859233,7,13
9234800,1375609,7859191,19,1
9234800,1375639,7859161,19,1
9234800,1375681,7859119,1,19
9234800,1375747,7859053,7,13
9234800,1375783,7859017,13,7
9234800,1375807,7858993,7,13
9234800,1375813,7858987,13,7
9234800,1375951,7858849,1,19
9234800,1375981,7858819,1,19
9234800,1376017,7858783,7,13
9234800,1376161,7858639,1,19
9234800,1376203,7858597,13,7
9234800,1376317,7858483,7,13
9234800,1376359,7858441,19,1
9234800,1376461,7858339,1,19
9234800,1376491,7858309,1,19
9234800,1376701,7858099,1,19
9234800,1376773,7858027,13,7
9234800,1377127,7857673,7,13
9234800,1377151,7857649,1,19
9234800,1377157,7857643,7,13
9234800,1377403,7857397,13,7
9234800,1377427,7857373,7,13
9234800,1377487,7857313,7,13
9234800,1377499,7857301,19,1
9234800,1377589,7857211,19,1
9234800,1377637,7857163,7,13
9234800,1377781,7857019,1,19
9234800,1377913,7856887,13,7
9234800,1378057,7856743,7,13
9234800,1378387,7856413,7,13
9234800,1378603,7856197,13,7
9234800,1378639,7856161,19,1
9234800,1378957,7855843,7,13
9234800,1379089,7855711,19,1
9234800,1379107,7855693,7,13
9234800,1379167,7855633,7,13
9234800,1379263,7855537,13,7
9234800,1379353,7855447,13,7
9234800,1379461,7855339,1,19
9234800,1379467,7855333,7,13
9234800,1379503,7855297,13,7
9234800,1379809,7854991,19,1
9234800,1379923,7854877,13,7
9234800,1380157,7854643,7,13
9234800,1380199,7854601,19,1
9234800,1380241,7854559,1,19
9234800,1380259,7854541,19,1
9234800,1380397,7854403,7,13
9234800,1380439,7854361,19,1
9234800,1380763,7854037,13,7
9234800,1380913,7853887,13,7
9234800,1380997,7853803,7,13
9234800,1381027,7853773,7,13
9234800,1381231,7853569,1,19
9234800,1381411,7853389,1,19
9234800,1381621,7853179,1,19
9234800,1381819,7852981,19,1
9234800,1382023,7852777,13,7
9234800,1382089,7852711,19,1
9234800,1382167,7852633,7,13
9234800,1382191,7852609,1,19
9234800,1382533,7852267,13,7
9234800,1382629,7852171,19,1
9234800,1382671,7852129,1,19
9234800,1382677,7852123,7,13
9234800,1382827,7851973,7,13
9234800,1383199,7851601,19,1
9234800,1383391,7851409,1,19
9234800,1383757,7851043,7,13
9234800,1383769,7851031,19,1
9234800,1383799,7851001,19,1
9234800,1383961,7850839,1,19
9234800,1384099,7850701,19,1
9234800,1384561,7850239,1,19
9234800,1384717,7850083,7,13
9234800,1384921,7849879,1,19
9234800,1384963,7849837,13,7
9234800,1385017,7849783,7,13
9234800,1385071,7849729,1,19
9234800,1385191,7849609,1,19
9234800,1385401,7849399,1,19
9234800,1385437,7849363,7,13
9234800,1385929,7848871,19,1
9234800,1386013,7848787,13,7
9234800,1386199,7848601,19,1
9234800,1386667,7848133,7,13
9234800,1386823,7847977,13,7
9234800,1387123,7847677,13,7
9234800,1387189,7847611,19,1
9234800,1387327,7847473,7,13
9234800,1387357,7847443,7,13
9234800,1387501,7847299,1,19
9234800,1387531,7847269,1,19
9234800,1387717,7847083,7,13
9234800,1387879,7846921,19,1
9234800,1387927,7846873,7,13
9234800,1388011,7846789,1,19
9234800,1388029,7846771,19,1
9234800,1388041,7846759,1,19
9234800,1388287,7846513,7,13
9234800,1388593,7846207,13,7
9234800,1388641,7846159,1,19
9234800,1388701,7846099,1,19
9234800,1388887,7845913,7,13
9234800,1389007,7845793,7,13
9234800,1389133,7845667,13,7
9234800,1389217,7845583,7,13
9234800,1389433,7845367,13,7
9234800,1389439,7845361,19,1
9234800,1389559,7845241,19,1
9234800,1389673,7845127,13,7
9234800,1389841,7844959,1,19
9234800,1390027,7844773,7,13
9234800,1390069,7844731,19,1
9234800,1390087,7844713,7,13
9234800,1390177,7844623,7,13
9234800,1390357,7844443,7,13
9234800,1390399,7844401,19,1
9234800,1390471,7844329,1,19
9234800,1390633,7844167,13,7
9234800,1390681,7844119,1,19
9234800,1390699,7844101,19,1
9234800,1390729,7844071,19,1
9234800,1390759,7844041,19,1
9234800,1390801,7843999,1,19
9234800,1391113,7843687,13,7
9234800,1391233,7843567,13,7
9234800,1391287,7843513,7,13
9234800,1391479,7843321,19,1
9234800,1391563,7843237,13,7
9234800,1391941,7842859,1,19
9234800,1392103,7842697,13,7
9234800,1392271,7842529,1,19
9234800,1392367,7842433,7,13
9234800,1392373,7842427,13,7
