N,P,Q,Res P,Res Q
9234800,3266569,5968231,19,1
9234800,3266707,5968093,7,13
9234800,3266779,5968021,19,1
9234800,3267133,5967667,13,7
9234800,3267367,5967433,7,13
9234800,3267529,5967271,19,1
9234800,3267547,5967253,7,13
9234800,3267763,5967037,13,7
9234800,3268141,5966659,1,19
9234800,3268297,5966503,7,13
9234800,3268303,5966497,13,7
9234800,3268381,5966419,1,19
9234800,3268417,5966383,7,13
9234800,3268453,5966347,13,7
9234800,3268519,5966281,19,1
9234800,3268687,5966113,7,13
9234800,3268753,5966047,13,7
9234800,3268927,5965873,7,13
9234800,3269011,5965789,1,19
9234800,3269803,5964997,13,7
9234800,3269821,5964979,1,19
9234800,3269923,5964877,13,7
9234800,3269989,5964811,19,1
9234800,3270139,5964661,19,1
9234800,3270277,5964523,7,13
9234800,3270343,5964457,13,7
9234800,3270427,5964373,7,13
9234800,3270697,5964103,7,13
9234800,3270889,5963911,19,1
9234800,3270973,5963827,13,7
9234800,3271039,5963761,19,1
9234800,3271069,5963731,19,1
9234800,3271159,5963641,19,1
9234800,3271189,5963611,19,1
9234800,3271321,5963479,1,19
9234800,3271459,5963341,19,1
9234800,3271537,5963263,7,13
9234800,3271753,5963047,13,7
9234800,3272029,5962771,19,1
9234800,3272089,5962711,19,1
9234800,3272323,5962477,13,7
9234800,3272359,5962441,19,1
9234800,3272383,5962417,13,7
9234800,3272419,5962381,19,1
9234800,3272629,5962171,19,1
9234800,3272677,5962123,7,13
9234800,3272707,5962093,7,13
9234800,3272869,5961931,19,1
9234800,3272881,5961919,1,19
9234800,3273043,5961757,13,7
9234800,3273079,5961721,19,1
9234800,3273157,5961643,7,13
9234800,3273217,5961583,7,13
9234800,3273343,5961457,13,7
9234800,3273421,5961379,1,19
9234800,3273601,5961199,1,19
9234800,3273703,5961097,13,7
9234800,3273799,5961001,19,1
9234800,3273967,5960833,7,13
9234800,3274009,5960791,19,1
9234800,3274273,5960527,13,7
9234800,3274987,5959813,7,13
9234800,3275053,5959747,13,7
9234800,3275113,5959687,13,7
9234800,3275137,5959663,7,13
9234800,3275401,5959399,1,19
9234800,3275689,5959111,19,1
9234800,3275719,5959081,19,1
9234800,3275911,5958889,1,19
9234800,3275929,5958871,19,1
9234800,3276109,5958691,19,1
9234800,3276157,5958643,7,13
9234800,3276349,5958451,19,1
9234800,3276667,5958133,7,13
9234800,3276961,5957839,1,19
9234800,3277111,5957689,1,19
9234800,3277411,5957389,1,19
9234800,3277531,5957269,1,19
9234800,3277543,5957257,13,7
9234800,3277579,5957221,19,1
9234800,3277621,5957179,1,19
9234800,3277657,5957143,7,13
9234800,3277843,5956957,13,7
9234800,3277969,5956831,19,1
9234800,3277993,5956807,13,7
9234800,3278173,5956627,13,7
9234800,3278257,5956543,7,13
9234800,3278371,5956429,1,19
9234800,3278797,5956003,7,13
9234800,3278917,5955883,7,13
9234800,3278959,5955841,19,1
9234800,3279439,5955361,19,1
9234800,3279541,5955259,1,19
9234800,3279559,5955241,19,1
9234800,3279811,5954989,1,19
9234800,3279973,5954827,13,7
9234800,3280003,5954797,13,7
9234800,3280213,5954587,13,7
9234800,3280231,5954569,1,19
9234800,3280339,5954461,19,1
9234800,3280471,5954329,1,19
9234800,3280603,5954197,13,7
9234800,3280759,5954041,19,1
9234800,3280801,5953999,1,19
9234800,3281101,5953699,1,19
9234800,3281233,5953567,13,7
9234800,3281401,5953399,1,19
9234800,3281449,5953351,19,1
9234800,3281533,5953267,13,7
9234800,3281563,5953237,13,7
9234800,3281821,5952979,1,19
9234800,3281911,5952889,1,19
9234800,3282127,5952673,7,13
9234800,3282457,5952343,7,13
9234800,3282493,5952307,13,7
9234800,3282523,5952277,13,7
9234800,3282817,5951983,7,13
9234800,3282907,5951893,7,13
9234800,3283009,5951791,19,1
9234800,3283051,5951749,1,19
9234800,3283381,5951419,1,19
9234800,3283531,5951269,1,19
9234800,3283663,5951137,13,7
9234800,3283837,5950963,7,13
9234800,3283879,5950921,19,1
9234800,3283909,5950891,19,1
9234800,3284143,5950657,13,7
9234800,3284161,5950639,1,19
9234800,3284173,5950627,13,7
9234800,3284461,5950339,1,19
9234800,3284467,5950333,7,13
9234800,3284521,5950279,1,19
9234800,3284923,5949877,13,7
9234800,3285127,5949673,7,13
9234800,3285319,5949481,19,1
9234800,3285427,5949373,7,13
9234800,3285517,5949283,7,13
9234800,3285979,5948821,19,1
9234800,3286111,5948689,1,19
9234800,3286267,5948533,7,13
9234800,3286369,5948431,19,1
9234800,3286453,5948347,13,7
9234800,3286531,5948269,1,19
9234800,3286579,5948221,19,1
9234800,3286849,5947951,19,1
9234800,3286909,5947891,19,1
9234800,3287017,5947783,7,13
9234800,3287029,5947771,19,1
9234800,3287071,5947729,1,19
9234800,3287077,5947723,7,13
9234800,3287101,5947699,1,19
9234800,3287149,5947651,19,1
9234800,3287311,5947489,1,19
9234800,3287359,5947441,19,1
9234800,3287533,5947267,13,7
9234800,3287653,5947147,13,7
9234800,3287773,5947027,13,7
9234800,3287821,5946979,1,19
9234800,3288091,5946709,1,19
9234800,3288151,5946649,1,19
9234800,3288193,5946607,13,7
9234800,3288451,5946349,1,19
9234800,3288499,5946301,19,1
9234800,3288547,5946253,7,13
9234800,3288619,5946181,19,1
9234800,3288757,5946043,7,13
9234800,3288781,5946019,1,19
9234800,3288823,5945977,13,7
9234800,3288949,5945851,19,1
9234800,3289087,5945713,7,13
9234800,3289123,5945677,13,7
9234800,3289141,5945659,1,19
9234800,3289291,5945509,1,19
9234800,3289327,5945473,7,13
9234800,3289387,5945413,7,13
9234800,3289519,5945281,19,1
9234800,3289579,5945221,19,1
9234800,3289711,5945089,1,19
9234800,3289879,5944921,19,1
9234800,3289933,5944867,13,7
9234800,3289981,5944819,1,19
9234800,3290107,5944693,7,13
9234800,3290431,5944369,1,19
9234800,3290509,5944291,19,1
9234800,3290671,5944129,1,19
9234800,3290977,5943823,7,13
9234800,3291283,5943517,13,7
9234800,3291361,5943439,1,19
9234800,3291493,5943307,13,7
9234800,3291661,5943139,1,19
9234800,3291721,5943079,1,19
9234800,3291763,5943037,13,7
9234800,3292147,5942653,7,13
9234800,3292561,5942239,1,19
9234800,3292579,5942221,19,1
9234800,3292609,5942191,19,1
9234800,3292687,5942113,7,13
9234800,3292753,5942047,13,7
9234800,3293167,5941633,7,13
9234800,3293239,5941561,19,1
9234800,3293299,5941501,19,1
9234800,3293503,5941297,13,7
9234800,3293551,5941249,1,19
9234800,3293701,5941099,1,19
9234800,3293749,5941051,19,1
9234800,3293959,5940841,19,1
9234800,3293989,5940811,19,1
9234800,3294259,5940541,19,1
9234800,3294493,5940307,13,7
9234800,3294631,5940169,1,19
9234800,3294667,5940133,7,13
9234800,3294763,5940037,13,7
9234800,3294871,5939929,1,19
9234800,3294919,5939881,19,1
9234800,3295309,5939491,19,1
9234800,3295351,5939449,1,19
9234800,3295483,5939317,13,7
9234800,3295543,5939257,13,7
9234800,3295729,5939071,19,1
9234800,3295843,5938957,13,7
9234800,3295939,5938861,19,1
9234800,3296089,5938711,19,1
9234800,3296437,5938363,7,13
9234800,3296473,5938327,13,7
9234800,3296641,5938159,1,19
9234800,3296779,5938021,19,1
9234800,3296983,5937817,13,7
9234800,3297061,5937739,1,19
9234800,3297103,5937697,13,7
9234800,3297331,5937469,1,19
9234800,3297367,5937433,7,13
9234800,3297823,5936977,13,7
9234800,3298657,5936143,7,13
9234800,3298921,5935879,1,19
9234800,3299161,5935639,1,19
9234800,3299239,5935561,19,1
9234800,3299677,5935123,7,13
9234800,3299797,5935003,7,13
9234800,3299851,5934949,1,19
9234800,3300061,5934739,1,19
9234800,3300103,5934697,13,7
9234800,3300127,5934673,7,13
9234800,3300139,5934661,19,1
9234800,3300181,5934619,1,19
9234800,3300331,5934469,1,19
9234800,3300679,5934121,19,1
9234800,3300943,5933857,13,7
9234800,3301027,5933773,7,13
9234800,3301267,5933533,7,13
9234800,3301303,5933497,13,7
9234800,3301759,5933041,19,1
9234800,3301861,5932939,1,19
9234800,3301933,5932867,13,7
9234800,3302119,5932681,19,1
9234800,3302353,5932447,13,7
9234800,3302359,5932441,19,1
9234800,3302389,5932411,19,1
9234800,3302557,5932243,7,13
9234800,3302569,5932231,19,1
9234800,3302851,5931949,1,19
9234800,3303163,5931637,13,7
9234800,3303271,5931529,1,19
9234800,3303409,5931391,19,1
9234800,3303499,5931301,19,1
9234800,3303607,5931193,7,13
9234800,3303871,5930929,1,19
9234800,3303961,5930839,1,19
9234800,3304261,5930539,1,19
9234800,3304363,5930437,13,7
9234800,3304597,5930203,7,13
9234800,3304633,5930167,13,7
9234800,3304657,5930143,7,13
9234800,3304849,5929951,19,1
9234800,3304891,5929909,1,19
9234800,3305179,5929621,19,1
9234800,3305209,5929591,19,1
9234800,3305389,5929411,19,1
9234800,3305473,5929327,13,7
9234800,3305479,5929321,19,1
9234800,3305509,5929291,19,1
9234800,3305671,5929129,1,19
9234800,3306013,5928787,13,7
9234800,3306049,5928751,19,1
9234800,3306091,5928709,1,19
9234800,3306349,5928451,19,1
9234800,3306469,5928331,19,1
9234800,3306529,5928271,19,1
9234800,3306547,5928253,7,13
9234800,3306601,5928199,1,19
9234800,3306607,5928193,7,13
9234800,3306811,5927989,1,19
9234800,3306859,5927941,19,1
9234800,3306907,5927893,7,13
9234800,3306991,5927809,1,19
9234800,3307327,5927473,7,13
9234800,3307399,5927401,19,1
9234800,3307621,5927179,1,19
9234800,3307663,5927137,13,7
9234800,3307873,5926927,13,7
9234800,3308161,5926639,1,19
9234800,3308323,5926477,13,7
9234800,3308611,5926189,1,19
9234800,3308653,5926147,13,7
9234800,3308713,5926087,13,7
9234800,3308749,5926051,19,1
9234800,3308953,5925847,13,7
9234800,3308959,5925841,19,1
9234800,3309301,5925499,1,19
9234800,3309469,5925331,19,1
9234800,3309511,5925289,1,19
9234800,3309571,5925229,1,19
9234800,3309703,5925097,13,7
9234800,3309847,5924953,7,13
9234800,3309919,5924881,19,1
9234800,3310117,5924683,7,13
9234800,3310261,5924539,1,19
9234800,3310507,5924293,7,13
9234800,3310639,5924161,19,1
9234800,3310789,5924011,19,1
9234800,3311059,5923741,19,1
9234800,3311089,5923711,19,1
9234800,3311101,5923699,1,19
9234800,3311131,5923669,1,19
9234800,3311299,5923501,19,1
9234800,3311431,5923369,1,19
9234800,3311809,5922991,19,1
9234800,3311941,5922859,1,19
9234800,3312019,5922781,19,1
9234800,3312151,5922649,1,19
9234800,3312181,5922619,1,19
9234800,3312307,5922493,7,13
9234800,3312451,5922349,1,19
9234800,3312511,5922289,1,19
9234800,3312571,5922229,1,19
9234800,3312577,5922223,7,13
9234800,3312733,5922067,13,7
9234800,3312781,5922019,1,19
9234800,3312811,5921989,1,19
9234800,3313117,5921683,7,13
9234800,3313267,5921533,7,13
9234800,3313327,5921473,7,13
9234800,3313369,5921431,19,1
9234800,3313483,5921317,13,7
9234800,3313561,5921239,1,19
9234800,3313669,5921131,19,1
9234800,3313699,5921101,19,1
9234800,3313879,5920921,19,1
9234800,3313903,5920897,13,7
9234800,3314239,5920561,19,1
9234800,3314401,5920399,1,19
9234800,3314527,5920273,7,13
9234800,3314593,5920207,13,7
9234800,3315049,5919751,19,1
9234800,3315079,5919721,19,1
9234800,3315121,5919679,1,19
9234800,3315127,5919673,7,13
9234800,3315223,5919577,13,7
9234800,3315373,5919427,13,7
9234800,3315511,5919289,1,19
9234800,3315619,5919181,19,1
9234800,3315643,5919157,13,7
9234800,3315661,5919139,1,19
9234800,3315769,5919031,19,1
9234800,3316177,5918623,7,13
9234800,3316399,5918401,19,1
9234800,3316483,5918317,13,7
9234800,3316549,5918251,19,1
9234800,3316627,5918173,7,13
9234800,3316639,5918161,19,1
9234800,3316681,5918119,1,19
9234800,3316897,5917903,7,13
9234800,3316903,5917897,13,7
9234800,3317233,5917567,13,7
9234800,3317257,5917543,7,13
9234800,3317569,5917231,19,1
9234800,3317599,5917201,19,1
9234800,3317701,5917099,1,19
9234800,3317857,5916943,7,13
9234800,3317869,5916931,19,1
9234800,3317947,5916853,7,13
9234800,3318031,5916769,1,19
9234800,3318283,5916517,13,7
9234800,3318319,5916481,19,1
9234800,3318433,5916367,13,7
9234800,3318793,5916007,13,7
9234800,3318943,5915857,13,7
9234800,3319117,5915683,7,13
9234800,3319249,5915551,19,1
9234800,3319609,5915191,19,1
9234800,3320299,5914501,19,1
9234800,3320377,5914423,7,13
9234800,3320431,5914369,1,19
9234800,3320539,5914261,19,1
9234800,3320869,5913931,19,1
9234800,3320887,5913913,7,13
9234800,3321037,5913763,7,13
9234800,3321229,5913571,19,1
9234800,3321301,5913499,1,19
9234800,3321421,5913379,1,19
9234800,3321517,5913283,7,13
9234800,3321559,5913241,19,1
9234800,3321667,5913133,7,13
9234800,3321679,5913121,19,1
9234800,3321733,5913067,13,7
9234800,3321973,5912827,13,7
9234800,3322027,5912773,7,13
9234800,3322141,5912659,1,19
9234800,3322219,5912581,19,1
9234800,3322261,5912539,1,19
9234800,3322273,5912527,13,7
9234800,3322507,5912293,7,13
9234800,3322771,5912029,1,19
9234800,3322783,5912017,13,7
9234800,3322807,5911993,7,13
9234800,3322867,5911933,7,13
9234800,3322981,5911819,1,19
9234800,3323137,5911663,7,13
9234800,3323833,5910967,13,7
9234800,3323989,5910811,19,1
9234800,3324193,5910607,13,7
9234800,3324499,5910301,19,1
9234800,3324523,5910277,13,7
9234800,3324703,5910097,13,7
9234800,3324817,5909983,7,13
9234800,3324913,5909887,13,7
9234800,3325033,5909767,13,7
9234800,3325051,5909749,1,19
9234800,3325219,5909581,19,1
9234800,3325291,5909509,1,19
9234800,3325321,5909479,1,19
9234800,3325327,5909473,7,13
9234800,3325681,5909119,1,19
9234800,3325747,5909053,7,13
9234800,3325759,5909041,19,1
9234800,3325867,5908933,7,13
9234800,3326347,5908453,7,13
9234800,3326377,5908423,7,13
9234800,3326593,5908207,13,7
9234800,3326857,5907943,7,13
9234800,3326971,5907829,1,19
9234800,3327061,5907739,1,19
9234800,3327169,5907631,19,1
9234800,3327193,5907607,13,7
9234800,3327253,5907547,13,7
9234800,3327523,5907277,13,7
9234800,3327637,5907163,7,13
9234800,3327673,5907127,13,7
9234800,3327697,5907103,7,13
9234800,3327901,5906899,1,19
9234800,3327931,5906869,1,19
9234800,3327949,5906851,19,1
9234800,3327991,5906809,1,19
9234800,3328063,5906737,13,7
9234800,3328531,5906269,1,19
9234800,3328729,5906071,19,1
9234800,3328789,5906011,19,1
9234800,3328903,5905897,13,7
9234800,3328909,5905891,19,1
9234800,3328987,5905813,7,13
9234800,3329281,5905519,1,19
9234800,3329377,5905423,7,13
9234800,3329449,5905351,19,1
9234800,3329587,5905213,7,13
9234800,3329737,5905063,7,13
9234800,3329743,5905057,13,7
9234800,3329839,5904961,19,1
9234800,3329899,5904901,19,1
9234800,3330289,5904511,19,1
9234800,3330409,5904391,19,1
9234800,3330667,5904133,7,13
9234800,3330787,5904013,7,13
9234800,3331171,5903629,1,19
9234800,3331267,5903533,7,13
9234800,3331381,5903419,1,19
9234800,3331921,5902879,1,19
9234800,3331957,5902843,7,13
9234800,3331963,5902837,13,7
9234800,3332041,5902759,1,19
9234800,3332107,5902693,7,13
9234800,3332191,5902609,1,19
9234800,3332389,5902411,19,1
9234800,3332437,5902363,7,13
9234800,3332551,5902249,1,19
9234800,3332713,5902087,13,7
9234800,3332737,5902063,7,13
9234800,3332929,5901871,19,1
9234800,3333019,5901781,19,1
9234800,3333061,5901739,1,19
9234800,3333103,5901697,13,7
9234800,3333133,5901667,13,7
9234800,3333313,5901487,13,7
9234800,3333397,5901403,7,13
9234800,3333469,5901331,19,1
9234800,3333511,5901289,1,19
9234800,3333703,5901097,13,7
9234800,3333739,5901061,19,1
9234800,3333907,5900893,7,13
9234800,3334099,5900701,19,1
9234800,3334393,5900407,13,7
9234800,3334753,5900047,13,7
9234800,3334963,5899837,13,7
9234800,3334987,5899813,7,13
9234800,3335119,5899681,19,1
9234800,3335149,5899651,19,1
9234800,3335173,5899627,13,7
9234800,3335251,5899549,1,19
9234800,3335701,5899099,1,19
9234800,3335821,5898979,1,19
9234800,3335833,5898967,13,7
9234800,3335947,5898853,7,13
9234800,3336379,5898421,19,1
9234800,3336451,5898349,1,19
9234800,3336469,5898331,19,1
9234800,3336547,5898253,7,13
9234800,3336601,5898199,1,19
9234800,3336967,5897833,7,13
9234800,3337189,5897611,19,1
9234800,3337261,5897539,1,19
9234800,3337351,5897449,1,19
9234800,3337501,5897299,1,19
9234800,3337591,5897209,1,19
9234800,3337603,5897197,13,7
9234800,3337759,5897041,19,1
9234800,3337837,5896963,7,13
9234800,3338089,5896711,19,1
9234800,3338263,5896537,13,7
9234800,3338557,5896243,7,13
9234800,3338593,5896207,13,7
9234800,3338617,5896183,7,13
9234800,3338893,5895907,13,7
9234800,3339067,5895733,7,13
9234800,3339121,5895679,1,19
9234800,3339283,5895517,13,7
9234800,3339373,5895427,13,7
9234800,3339571,5895229,1,19
9234800,3339643,5895157,13,7
9234800,3339751,5895049,1,19
9234800,3340039,5894761,19,1
9234800,3340159,5894641,19,1
9234800,3340453,5894347,13,7
9234800,3340507,5894293,7,13
9234800,3340633,5894167,13,7
9234800,3340657,5894143,7,13
9234800,3340669,5894131,19,1
9234800,3340837,5893963,7,13
9234800,3341167,5893633,7,13
9234800,3341179,5893621,19,1
9234800,3341251,5893549,1,19
9234800,3341281,5893519,1,19
9234800,3341389,5893411,19,1
9234800,3341557,5893243,7,13
9234800,3341599,5893201,19,1
9234800,3341719,5893081,19,1
9234800,3341743,5893057,13,7
9234800,3341761,5893039,1,19
9234800,3341827,5892973,7,13
9234800,3341959,5892841,19,1
9234800,3342091,5892709,1,19
9234800,3342307,5892493,7,13
9234800,3342601,5892199,1,19
9234800,3342673,5892127,13,7
9234800,3342679,5892121,19,1
9234800,3342709,5892091,19,1
9234800,3342961,5891839,1,19
9234800,3343279,5891521,19,1
9234800,3343309,5891491,19,1
9234800,3343897,5890903,7,13
9234800,3344161,5890639,1,19
9234800,3344611,5890189,1,19
9234800,3344749,5890051,19,1
9234800,3345193,5889607,13,7
9234800,3345247,5889553,7,13
9234800,3345253,5889547,13,7
9234800,3345523,5889277,13,7
9234800,3345703,5889097,13,7
9234800,3345757,5889043,7,13
9234800,3345781,5889019,1,19
9234800,3345877,5888923,7,13
9234800,3346279,5888521,19,1
9234800,3346417,5888383,7,13
9234800,3346537,5888263,7,13
9234800,3346633,5888167,13,7
9234800,3346711,5888089,1,19
9234800,3346921,5887879,1,19
9234800,3346999,5887801,19,1
9234800,3347257,5887543,7,13
9234800,3347341,5887459,1,19
9234800,3347647,5887153,7,13
9234800,3347671,5887129,1,19
9234800,3347749,5887051,19,1
9234800,3347833,5886967,13,7
9234800,3348001,5886799,1,19
9234800,3348013,5886787,13,7
9234800,3348043,5886757,13,7
9234800,3348349,5886451,19,1
9234800,3348817,5885983,7,13
9234800,3348973,5885827,13,7
9234800,3349057,5885743,7,13
9234800,3349069,5885731,19,1
9234800,3349201,5885599,1,19
9234800,3349447,5885353,7,13
9234800,3349597,5885203,7,13
9234800,3349771,5885029,1,19
9234800,3349807,5884993,7,13
9234800,3349861,5884939,1,19
9234800,3349939,5884861,19,1
9234800,3350161,5884639,1,19
9234800,3350371,5884429,1,19
9234800,3350407,5884393,7,13
9234800,3350629,5884171,19,1
9234800,3350827,5883973,7,13
9234800,3350833,5883967,13,7
9234800,3350839,5883961,19,1
9234800,3350881,5883919,1,19
9234800,3350953,5883847,13,7
9234800,3351121,5883679,1,19
9234800,3351343,5883457,13,7
9234800,3351421,5883379,1,19
9234800,3351631,5883169,1,19
9234800,3351679,5883121,19,1
9234800,3351823,5882977,13,7
9234800,3351877,5882923,7,13
9234800,3352003,5882797,13,7
9234800,3352177,5882623,7,13
9234800,3352471,5882329,1,19
9234800,3352537,5882263,7,13
9234800,3352831,5881969,1,19
9234800,3352969,5881831,19,1
9234800,3353341,5881459,1,19
9234800,3353359,5881441,19,1
9234800,3353461,5881339,1,19
9234800,3353767,5881033,7,13
9234800,3354031,5880769,1,19
9234800,3354073,5880727,13,7
9234800,3354157,5880643,7,13
9234800,3354391,5880409,1,19
9234800,3354493,5880307,13,7
9234800,3354613,5880187,13,7
9234800,3354733,5880067,13,7
9234800,3355141,5879659,1,19
9234800,3355207,5879593,7,13
9234800,3355243,5879557,13,7
9234800,3355603,5879197,13,7
9234800,3355777,5879023,7,13
9234800,3355819,5878981,19,1
9234800,3355831,5878969,1,19
9234800,3355873,5878927,13,7
9234800,3356209,5878591,19,1
9234800,3356581,5878219,1,19
9234800,3356791,5878009,1,19
9234800,3356833,5877967,13,7
9234800,3356887,5877913,7,13
9234800,3356929,5877871,19,1
9234800,3356971,5877829,1,19
9234800,3357037,5877763,7,13
9234800,3357199,5877601,19,1
9234800,3357217,5877583,7,13
9234800,3357451,5877349,1,19
9234800,3357469,5877331,19,1
9234800,3357769,5877031,19,1
9234800,3357811,5876989,1,19
9234800,3357829,5876971,19,1
9234800,3358057,5876743,7,13
9234800,3358123,5876677,13,7
9234800,3358357,5876443,7,13
9234800,3358669,5876131,19,1
9234800,3358723,5876077,13,7
9234800,3358987,5875813,7,13
9234800,3359071,5875729,1,19
9234800,3359113,5875687,13,7
9234800,3359383,5875417,13,7
9234800,3359431,5875369,1,19
9234800,3359509,5875291,19,1
9234800,3359527,5875273,7,13
9234800,3359569,5875231,19,1
9234800,3359641,5875159,1,19
9234800,3359683,5875117,13,7
9234800,3359779,5875021,19,1
9234800,3360013,5874787,13,7
9234800,3360031,5874769,1,19
9234800,3360157,5874643,7,13
9234800,3360403,5874397,13,7
9234800,3360523,5874277,13,7
9234800,3360601,5874199,1,19
9234800,3360649,5874151,19,1
9234800,3360661,5874139,1,19
9234800,3360667,5874133,7,13
9234800,3360697,5874103,7,13
9234800,3360793,5874007,13,7
9234800,3360859,5873941,19,1
9234800,3361123,5873677,13,7
9234800,3361297,5873503,7,13
9234800,3361327,5873473,7,13
9234800,3361363,5873437,13,7
9234800,3361489,5873311,19,1
9234800,3361507,5873293,7,13
9234800,3361627,5873173,7,13
9234800,3361951,5872849,1,19
9234800,3362113,5872687,13,7
9234800,3362119,5872681,19,1
9234800,3362251,5872549,1,19
9234800,3362383,5872417,13,7
9234800,3362431,5872369,1,19
9234800,3362497,5872303,7,13
9234800,3362683,5872117,13,7
9234800,3362929,5871871,19,1
9234800,3362959,5871841,19,1
9234800,3362971,5871829,1,19
9234800,3363091,5871709,1,19
9234800,3363169,5871631,19,1
9234800,3363343,5871457,13,7
9234800,3363427,5871373,7,13
9234800,3363457,5871343,7,13
9234800,3363499,5871301,19,1
9234800,3363541,5871259,1,19
9234800,3363691,5871109,1,19
9234800,3364219,5870581,19,1
9234800,3364267,5870533,7,13
9234800,3364393,5870407,13,7
9234800,3364489,5870311,19,1
9234800,3364633,5870167,13,7
9234800,3364687,5870113,7,13
9234800,3364723,5870077,13,7
9234800,3364813,5869987,13,7
9234800,3365191,5869609,1,19
9234800,3365311,5869489,1,19
9234800,3365389,5869411,19,1
9234800,3365437,5869363,7,13
9234800,3365449,5869351,19,1
9234800,3365647,5869153,7,13
9234800,3365707,5869093,7,13
9234800,3365917,5868883,7,13
9234800,3366079,5868721,19,1
9234800,3366271,5868529,1,19
9234800,3366577,5868223,7,13
9234800,3366589,5868211,19,1
9234800,3366673,5868127,13,7
9234800,3366829,5867971,19,1
9234800,3367069,5867731,19,1
9234800,3367129,5867671,19,1
9234800,3367291,5867509,1,19
9234800,3367327,5867473,7,13
9234800,3367381,5867419,1,19
9234800,3367423,5867377,13,7
9234800,3367681,5867119,1,19
9234800,3367711,5867089,1,19
9234800,3367789,5867011,19,1
9234800,3367843,5866957,13,7
9234800,3367909,5866891,19,1
9234800,3367951,5866849,1,19
9234800,3367963,5866837,13,7
9234800,3368041,5866759,1,19
9234800,3368077,5866723,7,13
9234800,3368509,5866291,19,1
9234800,3368551,5866249,1,19
9234800,3368623,5866177,13,7
9234800,3368881,5865919,1,19
9234800,3369097,5865703,7,13
9234800,3369397,5865403,7,13
9234800,3369649,5865151,19,1
9234800,3369679,5865121,19,1
9234800,3369697,5865103,7,13
9234800,3369739,5865061,19,1
9234800,3369931,5864869,1,19
9234800,3369943,5864857,13,7
9234800,3370009,5864791,19,1
9234800,3370069,5864731,19,1
9234800,3370243,5864557,13,7
9234800,3370363,5864437,13,7
9234800,3370387,5864413,7,13
9234800,3370567,5864233,7,13
9234800,3370597,5864203,7,13
9234800,3370819,5863981,19,1
9234800,3370957,5863843,7,13
9234800,3370993,5863807,13,7
9234800,3371101,5863699,1,19
9234800,3371149,5863651,19,1
9234800,3371209,5863591,19,1
9234800,3371233,5863567,13,7
9234800,3371497,5863303,7,13
9234800,3371539,5863261,19,1
9234800,3371671,5863129,1,19
9234800,3372037,5862763,7,13
9234800,3372199,5862601,19,1
9234800,3372379,5862421,19,1
9234800,3372451,5862349,1,19
9234800,3372547,5862253,7,13
9234800,3373177,5861623,7,13
9234800,3373303,5861497,13,7
9234800,3373453,5861347,13,7
9234800,3374047,5860753,7,13
9234800,3374233,5860567,13,7
9234800,3374359,5860441,19,1
9234800,3374479,5860321,19,1
9234800,3374557,5860243,7,13
9234800,3374677,5860123,7,13
9234800,3374923,5859877,13,7
9234800,3374983,5859817,13,7
9234800,3375007,5859793,7,13
9234800,3375109,5859691,19,1
9234800,3375139,5859661,19,1
9234800,3375391,5859409,1,19
9234800,3375511,5859289,1,19
9234800,3375781,5859019,1,19
9234800,3375829,5858971,19,1
9234800,3376099,5858701,19,1
9234800,3376111,5858689,1,19
9234800,3376369,5858431,19,1
9234800,3376459,5858341,19,1
9234800,3376537,5858263,7,13
9234800,3376603,5858197,13,7
9234800,3376669,5858131,19,1
9234800,3376687,5858113,7,13
9234800,3376819,5857981,19,1
9234800,3376939,5857861,19,1
9234800,3377083,5857717,13,7
9234800,3377167,5857633,7,13
9234800,3377173,5857627,13,7
9234800,3377239,5857561,19,1
9234800,3377281,5857519,1,19
9234800,3377401,5857399,1,19
9234800,3377449,5857351,19,1
9234800,3377653,5857147,13,7
9234800,3377701,5857099,1,19
9234800,3377887,5856913,7,13
9234800,3377947,5856853,7,13
9234800,3378049,5856751,19,1
9234800,3378253,5856547,13,7
9234800,3378307,5856493,7,13
9234800,3378343,5856457,13,7
9234800,3378757,5856043,7,13
9234800,3378787,5856013,7,13
9234800,3378889,5855911,19,1
9234800,3378913,5855887,13,7
9234800,3378967,5855833,7,13
9234800,3379003,5855797,13,7
9234800,3379021,5855779,1,19
9234800,3379177,5855623,7,13
9234800,3379273,5855527,13,7
9234800,3379393,5855407,13,7
9234800,3379417,5855383,7,13
9234800,3379633,5855167,13,7
9234800,3379801,5854999,1,19
9234800,3380089,5854711,19,1
9234800,3380137,5854663,7,13
9234800,3380317,5854483,7,13
9234800,3380659,5854141,19,1
9234800,3380869,5853931,19,1
9234800,3381193,5853607,13,7
9234800,3381409,5853391,19,1
9234800,3381481,5853319,1,19
9234800,3381493,5853307,13,7
9234800,3381523,5853277,13,7
9234800,3381913,5852887,13,7
9234800,3381919,5852881,19,1
9234800,3382003,5852797,13,7
9234800,3382039,5852761,19,1
9234800,3382117,5852683,7,13
9234800,3382123,5852677,13,7
9234800,3382147,5852653,7,13
9234800,3382231,5852569,1,19
9234800,3382321,5852479,1,19
9234800,3382453,5852347,13,7
9234800,3382537,5852263,7,13
9234800,3382549,5852251,19,1
9234800,3382777,5852023,7,13
9234800,3382957,5851843,7,13
9234800,3383041,5851759,1,19
9234800,3383173,5851627,13,7
9234800,3383203,5851597,13,7
9234800,3383293,5851507,13,7
9234800,3383377,5851423,7,13
9234800,3383431,5851369,1,19
9234800,3383551,5851249,1,19
